pk_id,cluster_id
17213,89
23039,89
24031,89
17274,89
20085,89
21636,89
17575,89
20943,89
17581,89
21499,89
20967,89
20437,89
22869,89
19640,89
21480,89
16257,89
16237,89
15006,89
20485,89
24112,89
12986,89
22847,89
14561,89
20399,89
23235,89
12911,89
12983,89
18336,89
23182,89
20061,89
20448,89
22822,89
14085,89
21500,89
10924,89
19042,89
21742,89
20802,89
15979,89
23001,89
20135,89
24392,89
24665,89
24782,89
24441,132
24870,132
24919,132
24730,132
24466,132
24975,132
24381,132
24022,132
24990,132
24954,132
24398,132
25051,132
24264,132
25006,132
24418,132
24736,132
24700,132
24834,132
24800,132
24894,132
24803,132
24603,132
24458,132
24527,132
24863,132
24523,132
24514,132
24436,132
24451,132
24867,132
24783,132
24912,132
24201,132
24461,132
24845,132
24709,132
25057,132
24726,132
24420,132
24555,132
25010,132
24563,132
24980,132
24456,132
24528,132
24952,132
24621,132
25014,132
24575,132
24705,132
24893,132
24690,132
24596,132
24855,132
24884,132
24609,132
24890,132
25001,132
24506,132
24685,132
24860,132
24915,132
24469,132
24578,132
24430,132
24471,132
24411,132
24542,132
24802,132
24410,132
24431,132
24966,132
24739,132
24676,132
24907,132
24784,132
24581,132
24801,132
24629,132
25073,133
25154,133
25068,133
25166,133
25065,133
25134,133
25162,133
24592,122
24504,122
24562,122
24229,122
24438,122
25020,122
24020,122
24363,122
24589,122
25102,122
25066,122
24463,122
24467,122
24359,122
24040,122
24487,122
24352,122
24673,122
24567,122
24850,122
24529,122
25110,122
24602,122
25042,122
24805,122
24383,122
24879,122
24349,122
25126,122
25062,122
24104,122
24585,122
24324,122
24923,122
24763,122
25221,122
24502,122
25130,122
24311,122
24265,122
25031,122
24416,122
23950,122
24255,122
25222,122
24341,122
25084,122
25018,122
23668,122
24365,122
23691,122
24720,122
23952,122
24936,122
24878,122
24824,122
24325,122
24642,122
24368,122
25105,122
25070,122
24743,122
24252,122
24788,122
25089,122
25027,122
24689,122
25121,122
24612,122
25204,122
25198,122
25208,122
25015,122
24204,122
24608,122
24541,122
24312,122
24849,122
24613,122
24526,122
24295,122
24347,122
24405,122
24366,122
24427,122
24355,122
24645,122
24048,122
24998,122
24032,122
24654,122
25163,122
25174,122
24841,122
25176,122
24003,122
24322,122
25149,122
24118,122
24950,122
24854,122
24134,122
24630,122
24519,122
24753,122
25003,122
25210,122
24671,122
25095,122
24911,122
24641,122
24566,122
24513,122
25035,122
24289,122
24831,122
25477,122
25265,134
25567,134
25223,134
25272,134
25374,134
25548,134
25254,134
25244,134
25250,134
25206,134
25182,134
25191,134
25364,134
25247,134
25417,134
25487,134
25493,134
25580,134
25179,134
25531,134
25366,134
25486,134
25386,134
25413,134
25463,134
25538,134
25225,134
25183,134
25483,134
25333,134
25565,134
25353,134
25403,134
25544,134
25525,134
25277,134
25251,134
25298,134
25276,134
25677,135
25730,135
25602,135
25644,135
25698,135
25598,135
25703,135
25842,136
25785,136
25797,136
25881,136
25898,136
25833,136
25874,136
25775,136
25835,136
25810,136
25884,136
25879,136
25899,136
25849,136
25908,136
25824,136
25938,137
25998,137
25991,137
25988,137
25993,137
25969,137
25952,137
26009,137
25935,137
25992,137
25978,138
25705,138
25673,138
25877,138
25934,138
25554,138
25973,138
25960,138
25527,138
25712,138
25834,138
25854,138
25926,138
25756,138
25959,138
25612,138
25931,138
25891,138
25855,138
25706,138
25741,138
25668,138
25865,138
25802,138
25977,138
25568,138
25828,138
25890,138
25760,138
25571,138
25691,138
26134,139
26202,139
26169,139
26309,139
26107,139
26286,139
26124,139
26106,139
26120,139
26135,139
26056,139
26249,139
26188,139
26288,139
26162,139
26166,139
26036,139
26061,139
26085,139
26226,139
26333,139
26225,139
26100,139
26163,139
26273,139
26237,139
26307,139
26046,139
26171,139
26241,139
26219,139
26269,139
26303,139
26098,139
26302,139
26243,139
26283,139
26114,139
26290,139
26284,139
26184,139
26490,140
26351,141
26717,141
26553,141
26517,141
26610,141
26482,141
26747,141
26403,141
26550,141
26742,141
26656,141
26518,141
26626,141
26404,141
26451,141
26433,141
26606,141
26483,141
26473,141
26657,141
26654,142
26480,142
26563,142
26687,142
26359,142
26356,142
26627,142
26515,142
26420,142
26373,142
26571,142
26744,142
26642,142
26421,142
26721,142
26474,142
26507,142
26739,142
26569,142
26389,142
26611,140
26542,140
26500,140
26562,140
26528,140
26735,140
26638,140
26686,140
26345,140
26707,140
26753,143
27031,143
26773,144
26848,144
26885,144
26846,144
26850,144
26859,144
26796,144
26883,144
26783,144
26782,144
27285,145
27072,145
27329,145
27370,145
27256,145
27229,145
27082,145
27408,145
26903,145
27217,145
27149,145
27139,145
27368,145
27297,145
27375,145
27426,145
27041,145
27142,145
27192,145
27038,145
27406,145
27175,145
26996,145
27266,145
27249,145
27169,145
26999,145
27077,145
27395,145
27219,145
27058,145
27148,145
27227,145
27305,145
27182,145
27100,145
27304,145
27066,145
27236,145
27068,145
27389,145
27246,145
27080,145
27421,145
26972,145
26997,145
27378,145
27432,145
27385,145
27171,145
27351,145
27107,145
27045,145
26992,145
27414,145
27214,145
27313,145
27366,145
27055,145
27180,145
27390,145
27430,145
27050,145
27216,145
27196,145
27184,145
27084,145
27284,145
27446,146
27476,146
27470,146
27484,146
27488,146
27491,146
27480,146
27467,146
27456,146
27474,146
27454,146
27472,146
27460,146
27616,146
20560,89
17354,89
13750,89
18586,89
20378,89
21162,89
23262,89
27538,89
24193,89
22742,89
22967,89
24898,89
17004,89
22243,89
20110,89
25475,89
10891,89
22260,89
15719,89
24318,89
15614,89
15273,89
16040,89
24914,89
19529,89
14001,89
13701,89
17180,89
24598,89
20228,89
20040,89
20963,89
17630,89
13222,89
11368,89
17703,89
25332,89
16974,89
23502,89
25108,89
25894,89
22440,89
13715,89
13646,89
22039,89
17706,89
18750,89
11395,89
23293,89
26426,89
23667,89
17795,89
24113,89
27668,89
21503,89
22903,89
12296,89
13653,89
21404,89
21391,89
10615,89
13726,89
19925,89
18037,89
22378,89
27560,89
25300,89
24786,89
20510,89
13352,89
14729,89
21516,89
20459,89
14737,89
11771,89
17337,89
21494,89
24940,89
20481,89
20269,89
13660,89
23111,89
20539,89
24421,89
11328,89
12625,89
24115,89
26204,89
28081,89
14050,89
21083,89
18454,89
20270,89
10556,89
20425,89
22908,89
25335,89
28046,89
23821,89
19918,89
15145,89
21508,89
21140,89
15428,89
21783,89
13375,89
23400,89
11026,89
21509,89
26067,89
16583,89
14059,89
21406,89
19604,89
21421,89
15995,89
24972,89
22171,89
21035,89
13339,89
16950,89
22329,89
22065,89
23327,89
15429,89
17784,89
19975,89
23739,89
22059,89
15793,89
28068,89
15690,89
19178,89
24617,89
18650,89
22407,89
19496,89
22489,89
27686,89
24910,89
22576,89
19086,89
21444,89
12378,89
18065,89
27519,89
12395,89
27307,89
22025,89
25615,89
27912,89
20759,89
28308,89
26065,89
20717,89
15162,89
25432,89
27761,89
22937,89
16342,89
26194,89
18699,89
24754,89
28424,89
27541,147
28051,147
28711,147
27973,147
28278,147
28674,147
27562,147
28717,147
27536,147
27860,147
27627,147
28486,147
27508,147
28664,147
28693,147
27840,147
27738,147
28284,147
28772,148
28909,149
28787,149
28875,150
28985,150
28959,150
28754,150
28947,150
28928,150
28810,150
28953,150
28965,150
28911,150
28789,150
28975,150
28993,150
28919,150
28944,150
28955,150
28811,150
28808,150
28917,150
28905,150
28916,151
28869,151
29002,151
28938,151
28997,151
29010,151
28996,151
29018,151
29017,151
29050,151
29032,152
28908,153
29069,153
29011,153
28995,153
28976,153
29066,153
29014,153
29229,154
29239,155
28988,152
29029,152
28970,152
29273,156
29276,157
28893,158
29316,159
29185,160
29329,160
29394,160
29184,160
29155,160
29104,160
29167,160
29365,160
29384,160
29415,160
29308,160
29366,160
29089,160
29392,160
29198,160
29343,160
29371,160
29110,160
29075,160
29320,160
29083,160
29290,160
29281,160
29330,160
29065,160
29409,160
29357,160
29362,160
29291,160
29255,160
29306,160
29134,160
29101,160
29210,160
29412,160
29222,160
29386,160
29218,160
29053,160
29402,160
29344,160
29341,160
29249,160
29324,160
29125,160
29116,160
29265,160
29299,160
29193,160
29056,160
29261,160
29351,160
29161,160
29282,160
29305,160
29253,160
29401,160
29201,160
29204,160
29397,160
29085,161
29067,161
29414,161
29120,161
29147,161
29247,161
29230,161
29581,162
27895,162
27883,162
29095,162
28882,162
28226,162
27509,162
28738,162
27596,162
29042,162
29601,162
27911,162
28924,162
29132,162
29458,162
29463,162
29455,162
28968,162
29254,162
27523,162
29312,162
28321,162
28450,162
28525,162
28848,162
28756,162
28214,162
28913,162
28806,162
28011,162
29317,162
29021,162
29425,162
28866,162
27896,162
28548,162
29590,162
29121,162
28073,162
28482,162
29614,162
28435,162
28387,162
27838,162
28444,162
29583,162
28484,162
27521,162
28537,162
28337,162
28870,162
29114,162
27906,162
28451,162
28774,162
29651,162
29602,162
27630,162
28822,162
29231,162
28904,162
28242,162
29025,162
28668,162
29086,162
28042,162
29503,162
29264,162
27923,162
27919,162
28638,162
27702,162
28297,162
28316,162
28784,162
28363,162
29556,162
27501,162
27887,162
27899,162
28858,162
29423,162
27503,162
28280,162
28314,162
28719,162
28627,162
29322,162
28335,162
29078,162
28931,162
28708,162
27928,162
27803,162
28228,162
29574,162
28014,162
28192,162
28252,162
28587,162
28208,162
28276,162
28825,162
29004,162
29208,162
28980,162
28376,162
28238,162
27844,162
28885,162
27797,162
28964,162
28348,162
28102,162
28734,162
27798,162
28831,162
29433,162
29334,162
28020,162
27877,162
27662,162
28534,162
28906,162
28365,162
28026,162
29338,162
27857,162
29006,162
29544,162
29154,162
27808,162
27837,162
29509,162
27892,162
28193,162
28960,162
27762,162
28245,162
29564,162
27878,162
29647,162
29447,162
28935,162
27925,162
28213,162
28174,162
29129,162
28665,162
28078,162
27789,162
29315,162
28263,162
28883,162
27550,162
27920,162
28724,162
27599,162
28033,162
28086,162
28731,162
27643,162
28862,162
28851,162
28131,162
28113,162
28004,162
27652,162
29363,162
29152,162
27897,162
27966,162
28463,162
28393,162
29541,162
29142,162
29268,162
28320,162
28353,162
29023,162
27612,162
28510,162
27935,162
29553,162
27846,162
28375,162
28295,162
28644,162
29094,162
28779,162
27771,162
28632,162
29346,162
28352,162
29310,162
28853,162
27558,162
28844,162
28727,162
27934,162
28008,162
27894,162
28591,162
27747,162
28255,162
28180,162
28653,162
27592,162
29284,162
29319,162
28455,162
28520,162
28474,162
28750,162
27998,162
29194,162
27987,162
29339,162
29379,162
29243,162
27975,162
29609,162
29151,162
28573,162
29189,162
29059,162
28929,162
28768,162
27664,162
29474,162
28791,162
28024,162
29131,162
29212,162
27554,162
29109,162
28477,162
28405,162
28884,162
28459,162
27972,162
29450,162
28816,162
29149,162
28029,162
29612,162
28342,162
28162,162
28350,162
28891,162
28974,162
28722,162
28466,162
28215,162
29427,162
28622,162
28209,162
28914,162
29260,162
27993,162
28549,162
28098,162
27829,162
28859,162
29061,162
29043,162
29566,162
28488,162
28795,162
27891,162
27655,162
27542,162
27640,162
28689,162
29533,162
28427,162
28796,162
28402,162
28428,162
29479,162
28386,162
27913,162
27961,162
29537,162
28496,162
28837,162
28277,162
29469,162
29637,162
27613,162
29493,162
28646,162
28332,162
29571,162
27815,162
29226,162
28161,162
28066,162
29575,162
28085,162
29162,162
28460,162
27898,162
29158,162
27862,162
28984,162
27914,162
28660,162
28475,162
28780,162
28939,162
29040,162
27985,162
29391,162
28802,162
29187,162
28470,162
28249,162
28449,162
29012,162
29774,163
29267,164
29332,164
29321,164
29335,164
29309,164
29358,164
29356,164
29302,164
29277,165
29274,165
29389,153
29446,153
29620,153
29633,153
29561,153
29712,166
29755,166
29706,166
29752,166
29754,166
29677,166
29743,166
29721,166
29720,166
29690,166
29763,166
29681,166
29669,166
29692,166
29694,166
